Dijkstra 500 5736900ns;;;;;;Dijkstra 550 6637700ns
Dijkstra 500 5922400ns;;;;;;Dijkstra 550 6462900ns
Dijkstra 550 16017600ns;;;;;;Dijkstra 550 6278300ns
Dijkstra 550 6637700ns;;;;;;Dijkstra 550 6644300ns
Dijkstra 550 6462900ns;;;;;;Dijkstra 550 6573200ns
Dijkstra 550 6278300ns;;;;;;Dijkstra 550 6463900ns
Dijkstra 550 6644300ns;;;;;;Dijkstra 550 7713900ns
Dijkstra 550 6573200ns;;;;;;Dijkstra 550 6641700ns
Dijkstra 550 6463900ns;;;;;;Dijkstra 550 6533400ns
Dijkstra 550 7713900ns;;;;;;Dijkstra 600 16321400ns
Dijkstra 550 6641700ns;;;;;;Dijkstra 600 7617200ns
Dijkstra 550 6533400ns;;;;;;Dijkstra 600 7620800ns
Dijkstra 600 16321400ns;;;;;;Dijkstra 600 7695000ns
Dijkstra 600 7617200ns;;;;;;Dijkstra 600 8295400ns
Dijkstra 600 7620800ns;;;;;;Dijkstra 600 7303800ns
Dijkstra 600 7695000ns;;;;;;Dijkstra 600 6993600ns
Dijkstra 600 8295400ns;;;;;;Dijkstra 600 9234600ns
Dijkstra 600 7303800ns;;;;;;Dijkstra 600 6900400ns
Dijkstra 600 6993600ns;;;;;;Dijkstra 600 7272700ns
Dijkstra 600 9234600ns;;;;;;Dijkstra 650 10700200ns
Dijkstra 600 6900400ns;;;;;;Dijkstra 650 7884200ns
Dijkstra 600 7272700ns;;;;;;Dijkstra 650 7697600ns
Dijkstra 650 10700200ns;;;;;;Dijkstra 650 9809600ns
Dijkstra 650 7884200ns;;;;;;Dijkstra 650 8574300ns
Dijkstra 650 7697600ns;;;;;;Dijkstra 650 8017300ns
Dijkstra 650 9809600ns;;;;;;Dijkstra 650 8007700ns
Dijkstra 650 8574300ns;;;;;;Dijkstra 650 7709700ns
Dijkstra 650 8017300ns;;;;;;Dijkstra 650 7919400ns
Dijkstra 650 8007700ns;;;;;;Dijkstra 650 7657600ns
Dijkstra 650 7709700ns;;;;;;Dijkstra 700 13085500ns
Dijkstra 650 7919400ns;;;;;;Dijkstra 700 8761300ns
Dijkstra 650 7657600ns;;;;;;Dijkstra 700 8628000ns
Dijkstra 700 13085500ns;;;;;;Dijkstra 700 8593100ns
Dijkstra 700 8761300ns;;;;;;Dijkstra 700 9245700ns
Dijkstra 700 8628000ns;;;;;;Dijkstra 700 10358100ns
Dijkstra 700 8593100ns;;;;;;Dijkstra 700 9448400ns
Dijkstra 700 9245700ns;;;;;;Dijkstra 700 8676300ns
Dijkstra 700 10358100ns;;;;;;Dijkstra 700 10404700ns
Dijkstra 700 9448400ns;;;;;;Dijkstra 700 12106600ns
Dijkstra 700 8676300ns;;;;;;Dijkstra 750 9937000ns
Dijkstra 700 10404700ns;;;;;;Dijkstra 750 12880400ns
Dijkstra 700 12106600ns;;;;;;Dijkstra 750 9290500ns
Dijkstra 700 11473100ns;;;;;;Dijkstra 750 9568000ns
Dijkstra 750 9937000ns;;;;;;Dijkstra 750 9354300ns
Dijkstra 750 12880400ns;;;;;;Dijkstra 750 9731600ns
Dijkstra 750 9290500ns;;;;;;Dijkstra 750 9350500ns
Dijkstra 750 9568000ns;;;;;;Dijkstra 750 12463900ns
Dijkstra 750 9354300ns;;;;;;Dijkstra 750 14232100ns
Dijkstra 750 9731600ns;;;;;;Dijkstra 750 10858800ns
Dijkstra 750 9350500ns;;;;;;Dijkstra 800 10936400ns
Dijkstra 750 12463900ns;;;;;;Dijkstra 800 10487000ns
Dijkstra 750 14232100ns;;;;;;Dijkstra 800 10572700ns
Dijkstra 750 10858800ns;;;;;;Dijkstra 800 10199700ns
Dijkstra 800 10936400ns;;;;;;Dijkstra 800 10158300ns
Dijkstra 800 10487000ns;;;;;;Dijkstra 800 10601400ns
Dijkstra 800 10572700ns;;;;;;Dijkstra 800 10531500ns
Dijkstra 800 10199700ns;;;;;;Dijkstra 800 10126100ns
Dijkstra 800 10158300ns;;;;;;Dijkstra 800 10366000ns
Dijkstra 800 10601400ns;;;;;;Dijkstra 800 11269500ns
Dijkstra 800 10531500ns;;;;;;Dijkstra 850 20903800ns
Dijkstra 800 10126100ns;;;;;;Dijkstra 850 14137400ns
Dijkstra 800 10366000ns;;;;;;Dijkstra 850 11620300ns
Dijkstra 800 11269500ns;;;;;;Dijkstra 850 12721600ns
Dijkstra 850 20903800ns;;;;;;Dijkstra 850 11023600ns
Dijkstra 850 14137400ns;;;;;;Dijkstra 850 13388600ns
Dijkstra 850 11620300ns;;;;;;Dijkstra 850 11101300ns
Dijkstra 850 12721600ns;;;;;;Dijkstra 850 10719100ns
Dijkstra 850 11023600ns;;;;;;Dijkstra 850 11052900ns
Dijkstra 850 13388600ns;;;;;;Dijkstra 850 11595300ns
Dijkstra 850 11101300ns;;;;;;Dijkstra 900 13843900ns
Dijkstra 850 10719100ns;;;;;;Dijkstra 900 12201200ns
Dijkstra 850 11052900ns;;;;;;Dijkstra 900 11686300ns
Dijkstra 850 11595300ns;;;;;;Dijkstra 900 12068600ns
Dijkstra 900 13843900ns;;;;;;Dijkstra 900 12765600ns
Dijkstra 900 12201200ns;;;;;;Dijkstra 900 13338900ns
Dijkstra 900 11686300ns;;;;;;Dijkstra 900 11997400ns
Dijkstra 900 12068600ns;;;;;;Dijkstra 900 12165600ns
Dijkstra 900 12765600ns;;;;;;Dijkstra 900 16400200ns
Dijkstra 900 13338900ns;;;;;;Dijkstra 900 12358300ns
Dijkstra 900 11997400ns;;;;;;Dijkstra 950 14084000ns
Dijkstra 900 12165600ns;;;;;;Dijkstra 950 13472200ns
Dijkstra 900 16400200ns;;;;;;Dijkstra 950 13138000ns
Dijkstra 900 12358300ns;;;;;;Dijkstra 950 21682400ns
Dijkstra 950 14084000ns;;;;;;Dijkstra 950 12650700ns
Dijkstra 950 13472200ns;;;;;;Dijkstra 950 13140300ns
Dijkstra 950 13138000ns;;;;;;Dijkstra 950 12789100ns
Dijkstra 950 21682400ns;;;;;;Dijkstra 950 13163600ns
Dijkstra 950 12650700ns;;;;;;Dijkstra 950 14375600ns
Dijkstra 950 13140300ns;;;;;;Dijkstra 950 12842900ns
Dijkstra 950 12789100ns;;;;;;Dijkstra 1000 15578000ns
Dijkstra 950 13163600ns;;;;;;Dijkstra 1000 13872700ns
Dijkstra 950 14375600ns;;;;;;Dijkstra 1000 16067400ns
Dijkstra 950 12842900ns;;;;;;Dijkstra 1000 14142700ns
Dijkstra 1000 15578000ns;;;;;;Dijkstra 1000 13863300ns
Dijkstra 1000 13872700ns;;;;;;Dijkstra 1000 16193400ns
Dijkstra 1000 16067400ns;;;;;;Dijkstra 1000 14213000ns
Dijkstra 1000 14142700ns;;;;;;Dijkstra 1000 18804800ns
Dijkstra 1000 13863300ns;;;;;;Dijkstra 1000 16186300ns
Dijkstra 1000 16193400ns;;;;;;Dijkstra 1000 13704400ns
Dijkstra 1000 14213000ns;;;;;;
Dijkstra 1000 18804800ns;;;;;;
Dijkstra 1000 16186300ns;;;;;;
Dijkstra 1000 13704400ns;;;;;;
