
DSW_with_Rebalance 10 13000ns 
DSW_with_Rebalance 10 10300ns 
DSW_with_Rebalance 10 16900ns 
DSW_with_Rebalance 10 42800ns 
DSW_with_Rebalance 10 11600ns 
DSW_with_Rebalance 10 11000ns 
DSW_with_Rebalance 10 11100ns 
DSW_with_Rebalance 10 10600ns 
DSW_with_Rebalance 10 10800ns 
DSW_with_Rebalance 10 10900ns 
DSW_with_Rebalance 20 11100ns 
DSW_with_Rebalance 20 12000ns 
DSW_with_Rebalance 20 11100ns 
DSW_with_Rebalance 20 11900ns 
DSW_with_Rebalance 20 12200ns 
DSW_with_Rebalance 20 11400ns 
DSW_with_Rebalance 20 11900ns 
DSW_with_Rebalance 20 12000ns 
DSW_with_Rebalance 20 17300ns 
DSW_with_Rebalance 20 14400ns 
DSW_with_Rebalance 20 12200ns 
DSW_with_Rebalance 20 12100ns 
DSW_with_Rebalance 35 16600ns 
DSW_with_Rebalance 35 14500ns 
DSW_with_Rebalance 35 15100ns 
DSW_with_Rebalance 35 14300ns 
DSW_with_Rebalance 35 13700ns 
DSW_with_Rebalance 35 13700ns 
DSW_with_Rebalance 35 16400ns 
DSW_with_Rebalance 35 13800ns 
DSW_with_Rebalance 35 13900ns 
DSW_with_Rebalance 35 13600ns 
DSW_with_Rebalance 35 14000ns 
DSW_with_Rebalance 35 13900ns 
DSW_with_Rebalance 50 15100ns 
DSW_with_Rebalance 50 14800ns 
DSW_with_Rebalance 50 14400ns 
DSW_with_Rebalance 50 15600ns 
DSW_with_Rebalance 50 14800ns 
DSW_with_Rebalance 50 14800ns 
DSW_with_Rebalance 50 20200ns 
DSW_with_Rebalance 50 15800ns 
DSW_with_Rebalance 50 14700ns 
DSW_with_Rebalance 50 14700ns 
DSW_with_Rebalance 50 14400ns 
DSW_with_Rebalance 75 18600ns 
DSW_with_Rebalance 75 19100ns 
DSW_with_Rebalance 75 18600ns 
DSW_with_Rebalance 75 19100ns 
DSW_with_Rebalance 75 19200ns 
DSW_with_Rebalance 75 20200ns 
DSW_with_Rebalance 75 19100ns 
DSW_with_Rebalance 75 19200ns 
DSW_with_Rebalance 75 19000ns 
DSW_with_Rebalance 75 18800ns 
DSW_with_Rebalance 75 18900ns 
DSW_with_Rebalance 100 24200ns 
DSW_with_Rebalance 100 21000ns 
DSW_with_Rebalance 100 21100ns 
DSW_with_Rebalance 100 21400ns 
DSW_with_Rebalance 100 21100ns 
DSW_with_Rebalance 100 46700ns 
DSW_with_Rebalance 100 20800ns 
DSW_with_Rebalance 100 22500ns 
DSW_with_Rebalance 100 21500ns 
DSW_with_Rebalance 100 21800ns 
DSW_with_Rebalance 100 20900ns 
DSW_with_Rebalance 200 33300ns 
DSW_with_Rebalance 200 33500ns 
DSW_with_Rebalance 200 33800ns 
DSW_with_Rebalance 200 33100ns 
DSW_with_Rebalance 200 32600ns 
DSW_with_Rebalance 200 34000ns 
DSW_with_Rebalance 200 33700ns 
DSW_with_Rebalance 200 33700ns 
DSW_with_Rebalance 200 33200ns 
DSW_with_Rebalance 200 33700ns 
DSW_with_Rebalance 200 32600ns 
DSW_with_Rebalance 350 54600ns 
DSW_with_Rebalance 350 54200ns 
DSW_with_Rebalance 350 55400ns 
DSW_with_Rebalance 350 53400ns 
DSW_with_Rebalance 350 54300ns 
DSW_with_Rebalance 350 52900ns 
DSW_with_Rebalance 350 99700ns 
DSW_with_Rebalance 350 63000ns 
DSW_with_Rebalance 350 52700ns 
DSW_with_Rebalance 350 54400ns 
DSW_with_Rebalance 350 124900ns 
DSW_with_Rebalance 350 54800ns 
DSW_with_Rebalance 500 67900ns 
DSW_with_Rebalance 500 67700ns 
DSW_with_Rebalance 500 69100ns 
DSW_with_Rebalance 500 87300ns 
DSW_with_Rebalance 500 71400ns 
DSW_with_Rebalance 500 190400ns 
DSW_with_Rebalance 500 71100ns 
DSW_with_Rebalance 500 68900ns 
DSW_with_Rebalance 500 69900ns 
DSW_with_Rebalance 500 67300ns 
DSW_with_Rebalance 500 76000ns 
DSW_with_Rebalance 750 241900ns 
DSW_with_Rebalance 750 94200ns 
DSW_with_Rebalance 750 109900ns 
DSW_with_Rebalance 750 97100ns 
DSW_with_Rebalance 750 105700ns 
DSW_with_Rebalance 750 140700ns 
DSW_with_Rebalance 750 97300ns 
DSW_with_Rebalance 750 99500ns 
DSW_with_Rebalance 750 97800ns 
DSW_with_Rebalance 750 97500ns 
DSW_with_Rebalance 750 98200ns 
DSW_with_Rebalance 750 94200ns 
DSW_with_Rebalance 1000 124900ns 
DSW_with_Rebalance 1000 132100ns 
DSW_with_Rebalance 1000 125700ns 
DSW_with_Rebalance 1000 162500ns 
DSW_with_Rebalance 1000 171300ns 
DSW_with_Rebalance 1000 121400ns 
DSW_with_Rebalance 1000 121600ns 
DSW_with_Rebalance 1000 122100ns 
DSW_with_Rebalance 1000 245800ns 
DSW_with_Rebalance 1000 232100ns 
DSW_with_Rebalance 1000 129300ns 
DSW_with_Rebalance 1000 128400ns 
DSW_with_Rebalance 2000 254900ns 
DSW_with_Rebalance 2000 254400ns 
DSW_with_Rebalance 2000 268000ns 
DSW_with_Rebalance 2000 252700ns 
DSW_with_Rebalance 2000 246100ns 
DSW_with_Rebalance 2000 273700ns 
DSW_with_Rebalance 2000 254500ns 
DSW_with_Rebalance 2000 362800ns 
DSW_with_Rebalance 2000 249500ns 
DSW_with_Rebalance 2000 249400ns 
DSW_with_Rebalance 2000 270300ns 
DSW_with_Rebalance 2000 249300ns 
DSW_with_Rebalance 2000 248300ns 
DSW_with_Rebalance 3500 564400ns 
DSW_with_Rebalance 3500 518300ns 
DSW_with_Rebalance 3500 496100ns 
DSW_with_Rebalance 3500 464200ns 
DSW_with_Rebalance 3500 458800ns 
DSW_with_Rebalance 3500 469900ns 
DSW_with_Rebalance 3500 452000ns 
DSW_with_Rebalance 3500 467800ns 
DSW_with_Rebalance 3500 484500ns 
DSW_with_Rebalance 3500 584800ns 
DSW_with_Rebalance 3500 475300ns 
DSW_with_Rebalance 5000 1050900ns 
DSW_with_Rebalance 5000 689400ns 
DSW_with_Rebalance 5000 880000ns 
DSW_with_Rebalance 5000 893700ns 
DSW_with_Rebalance 5000 1027800ns 
DSW_with_Rebalance 5000 713800ns 
DSW_with_Rebalance 5000 702200ns 
DSW_with_Rebalance 5000 708400ns 
DSW_with_Rebalance 5000 869600ns 
DSW_with_Rebalance 5000 661500ns 
DSW_with_Rebalance 5000 795300ns 
DSW_with_Rebalance 5000 861500ns 
DSW_with_Rebalance 5000 688400ns 
DSW_with_Rebalance 5000 750800ns 
DSW_with_Rebalance 7500 1476900ns 
DSW_with_Rebalance 7500 1212400ns 
DSW_with_Rebalance 7500 1192800ns 
DSW_with_Rebalance 7500 1439000ns 
DSW_with_Rebalance 7500 1097600ns 
DSW_with_Rebalance 7500 1070800ns 
DSW_with_Rebalance 7500 1186100ns 
DSW_with_Rebalance 7500 1184800ns 
DSW_with_Rebalance 7500 1272000ns 
DSW_with_Rebalance 7500 1383200ns 
DSW_with_Rebalance 7500 1478700ns 
DSW_with_Rebalance 7500 1131300ns 
DSW_with_Rebalance 7500 1099200ns 
DSW_with_Rebalance 10000 1659700ns 
DSW_with_Rebalance 10000 1676600ns 
DSW_with_Rebalance 10000 1674400ns 
DSW_with_Rebalance 10000 1692200ns 
DSW_with_Rebalance 10000 1649500ns 
DSW_with_Rebalance 10000 1708400ns 
DSW_with_Rebalance 10000 1951000ns 
DSW_with_Rebalance 10000 1615000ns 
DSW_with_Rebalance 10000 1773900ns 
DSW_with_Rebalance 10000 1728800ns 
DSW_with_Rebalance 10000 1644600ns 
DSW_with_Rebalance 10000 2117400ns 
DSW_with_Rebalance 20000 4752800ns 
DSW_with_Rebalance 20000 5040200ns 
DSW_with_Rebalance 20000 4956600ns 
DSW_with_Rebalance 20000 4898500ns 
DSW_with_Rebalance 20000 4735500ns 
DSW_with_Rebalance 20000 4869400ns 
DSW_with_Rebalance 20000 4739500ns 
DSW_with_Rebalance 20000 5205100ns 
DSW_with_Rebalance 20000 4752700ns 
DSW_with_Rebalance 20000 5644400ns 
DSW_with_Rebalance 20000 4794400ns 
DSW_with_Rebalance 20000 4778100ns 
DSW_with_Rebalance 20000 4794300ns 
DSW_with_Rebalance 20000 4798800ns 
DSW_with_Rebalance 20000 4882400ns 
DSW_with_Rebalance 20000 5547300ns 
DSW_with_Rebalance 20000 4883900ns 
DSW_with_Rebalance 20000 4683300ns 
DSW_with_Rebalance 35000 13034600ns 
DSW_with_Rebalance 35000 13371500ns 
DSW_with_Rebalance 35000 13692200ns 
DSW_with_Rebalance 35000 13712200ns 
DSW_with_Rebalance 35000 13850600ns 
DSW_with_Rebalance 35000 15077900ns 
DSW_with_Rebalance 35000 13316000ns 
DSW_with_Rebalance 35000 12853700ns 
DSW_with_Rebalance 35000 13958300ns 
DSW_with_Rebalance 35000 12390000ns 
DSW_with_Rebalance 35000 12780400ns 
DSW_with_Rebalance 35000 13900900ns 
DSW_with_Rebalance 35000 14478100ns 
DSW_with_Rebalance 35000 14127100ns 
DSW_with_Rebalance 50000 25339900ns 
DSW_with_Rebalance 50000 25328200ns 
DSW_with_Rebalance 50000 23641000ns 
DSW_with_Rebalance 50000 24079900ns 
DSW_with_Rebalance 50000 24549100ns 
DSW_with_Rebalance 50000 24051000ns 
DSW_with_Rebalance 50000 24074400ns 
DSW_with_Rebalance 50000 25691400ns 
DSW_with_Rebalance 50000 24552600ns 
DSW_with_Rebalance 50000 24134700ns 
DSW_with_Rebalance 50000 25376800ns 
DSW_with_Rebalance 50000 25021700ns 
DSW_with_Rebalance 50000 24266000ns 
DSW_with_Rebalance 50000 25447100ns 
DSW_with_Rebalance 50000 24090500ns 
DSW_with_Rebalance 75000 54676300ns 
DSW_with_Rebalance 75000 53617500ns 
DSW_with_Rebalance 75000 54054200ns 
DSW_with_Rebalance 75000 53673900ns 
DSW_with_Rebalance 75000 52796500ns 
DSW_with_Rebalance 75000 56281200ns 
DSW_with_Rebalance 75000 53642400ns 
DSW_with_Rebalance 75000 54944100ns 
DSW_with_Rebalance 75000 51044300ns 
DSW_with_Rebalance 75000 56856900ns 
DSW_with_Rebalance 75000 56643100ns 
DSW_with_Rebalance 75000 53763000ns 
DSW_with_Rebalance 75000 53202600ns 
DSW_with_Rebalance 100000 89505600ns 
DSW_with_Rebalance 100000 93348600ns 
DSW_with_Rebalance 100000 86496400ns 
DSW_with_Rebalance 100000 89259900ns 
DSW_with_Rebalance 100000 91469800ns 
DSW_with_Rebalance 100000 93031400ns 
DSW_with_Rebalance 100000 93436300ns 
DSW_with_Rebalance 100000 97945500ns 
DSW_with_Rebalance 100000 89370500ns 
DSW_with_Rebalance 100000 93048100ns 
DSW_with_Rebalance 100000 91516200ns 
DSW_with_Rebalance 100000 93920700ns 
DSW_with_Rebalance 100000 86721500ns 
DSW_with_Rebalance 100000 89792700ns 
DSW_with_Rebalance 100000 89591600ns 
DSW_with_Rebalance 100000 89999500ns 
DSW_with_Rebalance 200000 425189600ns 
DSW_with_Rebalance 200000 442157700ns 
DSW_with_Rebalance 200000 386285300ns 
DSW_with_Rebalance 200000 416549100ns 
DSW_with_Rebalance 200000 386766500ns 
DSW_with_Rebalance 200000 416745300ns 
DSW_with_Rebalance 200000 403776600ns 
DSW_with_Rebalance 200000 412443600ns 
DSW_with_Rebalance 200000 395158000ns 
DSW_with_Rebalance 200000 395502000ns 
DSW_with_Rebalance 200000 391961900ns 
DSW_with_Rebalance 200000 417047400ns 
DSW_with_Rebalance 200000 463713600ns 
DSW_with_Rebalance 350000 2162916900ns 
DSW_with_Rebalance 350000 2222526600ns 
DSW_with_Rebalance 350000 2053802900ns 
DSW_with_Rebalance 350000 2079177900ns 
DSW_with_Rebalance 350000 2093408300ns 
DSW_with_Rebalance 350000 2089210700ns 
DSW_with_Rebalance 350000 2096358700ns 
DSW_with_Rebalance 350000 2103731800ns 
DSW_with_Rebalance 350000 2142309200ns 
DSW_with_Rebalance 350000 2343366300ns 
DSW_with_Rebalance 350000 2139502100ns 
DSW_with_Rebalance 350000 2080413300ns 
DSW_with_Rebalance 350000 2223339800ns 
DSW_with_Rebalance 350000 2157572300ns 
DSW_with_Rebalance 500000 6064891200ns 
DSW_with_Rebalance 500000 6014829900ns 
DSW_with_Rebalance 500000 6138668500ns 
DSW_with_Rebalance 500000 6001685800ns 
DSW_with_Rebalance 500000 5922886200ns 
DSW_with_Rebalance 500000 6782846500ns 
DSW_with_Rebalance 500000 7246210600ns 
DSW_with_Rebalance 500000 7510944600ns 
DSW_with_Rebalance 500000 7223611800ns 
DSW_with_Rebalance 500000 7176538300ns 
DSW_with_Rebalance 500000 7163307800ns 
DSW_with_Rebalance 500000 7211628000ns 
DSW_with_Rebalance 750000 19813994100ns 
DSW_with_Rebalance 750000 19608498500ns 
DSW_with_Rebalance 750000 19292186400ns 
DSW_with_Rebalance 750000 19470150900ns 
DSW_with_Rebalance 750000 19666805900ns 
DSW_with_Rebalance 750000 19555378500ns 
DSW_with_Rebalance 750000 19281099100ns 
DSW_with_Rebalance 750000 19421997300ns 
DSW_with_Rebalance 750000 19348151500ns 
DSW_with_Rebalance 750000 19183276100ns 
DSW_with_Rebalance 750000 19238699100ns 
DSW_with_Rebalance 750000 19511683100ns 
DSW_with_Rebalance 750000 19943716100ns 
DSW_with_Rebalance 1000000 37711459400ns 
DSW_with_Rebalance 1000000 37827594700ns 
DSW_with_Rebalance 1000000 38030160400ns 
DSW_with_Rebalance 1000000 36938702000ns 
DSW_with_Rebalance 1000000 37156897000ns 
DSW_with_Rebalance 1000000 36855520500ns 
DSW_with_Rebalance 1000000 37217890900ns 
DSW_with_Rebalance 1000000 36936303100ns 
