countingSort 10 2909800ns 2000 iteracji
countingSort 10 3780700ns 2000 iteracji
countingSort 10 3527400ns 2000 iteracji
countingSort 10 2731800ns 2000 iteracji
countingSort 10 3415700ns 2000 iteracji
countingSort 10 3080300ns 2000 iteracji
countingSort 10 2822700ns 2000 iteracji
countingSort 10 2276300ns 2000 iteracji
countingSort 10 2498100ns 2000 iteracji
countingSort 10 3223600ns 2000 iteracji
countingSort 20 2328400ns 2000 iteracji
countingSort 20 3351200ns 2000 iteracji
countingSort 20 2143500ns 2000 iteracji
countingSort 20 3535700ns 2000 iteracji
countingSort 20 3374700ns 2000 iteracji
countingSort 20 2614300ns 2000 iteracji
countingSort 20 2862700ns 2000 iteracji
countingSort 20 2947700ns 2000 iteracji
countingSort 20 3427100ns 2000 iteracji
countingSort 20 4915900ns 2000 iteracji
countingSort 30 4072800ns 2000 iteracji
countingSort 30 3604400ns 2000 iteracji
countingSort 30 3463800ns 2000 iteracji
countingSort 30 3551400ns 2000 iteracji
countingSort 30 2621300ns 2000 iteracji
countingSort 30 4131800ns 2000 iteracji
countingSort 30 2619100ns 2000 iteracji
countingSort 30 2125500ns 2000 iteracji
countingSort 30 1990900ns 2000 iteracji
countingSort 30 2865100ns 2000 iteracji
countingSort 40 2543300ns 2000 iteracji
countingSort 40 2317200ns 2000 iteracji
countingSort 40 2919600ns 2000 iteracji
countingSort 40 3076200ns 2000 iteracji
countingSort 40 3196100ns 2000 iteracji
countingSort 40 2322800ns 2000 iteracji
countingSort 40 3274500ns 2000 iteracji
countingSort 40 2482100ns 2000 iteracji
countingSort 40 3241800ns 2000 iteracji
countingSort 40 2069600ns 2000 iteracji
countingSort 50 3415900ns 2000 iteracji
countingSort 50 2827800ns 2000 iteracji
countingSort 50 2216600ns 2000 iteracji
countingSort 50 3545600ns 2000 iteracji
countingSort 50 2923000ns 2000 iteracji
countingSort 50 2728700ns 2000 iteracji
countingSort 50 2684900ns 2000 iteracji
countingSort 50 2778000ns 2000 iteracji
countingSort 50 2653600ns 2000 iteracji
countingSort 50 6173500ns 2000 iteracji
countingSort 75 2811600ns 2000 iteracji
countingSort 75 2819500ns 2000 iteracji
countingSort 75 2777800ns 2000 iteracji
countingSort 75 2678600ns 2000 iteracji
countingSort 75 2842700ns 2000 iteracji
countingSort 75 2656800ns 2000 iteracji
countingSort 75 2614700ns 2000 iteracji
countingSort 75 2420000ns 2000 iteracji
countingSort 75 2304500ns 2000 iteracji
countingSort 75 2073600ns 2000 iteracji
countingSort 100 3074700ns 2000 iteracji
countingSort 100 3397200ns 2000 iteracji
countingSort 100 2762400ns 2000 iteracji
countingSort 100 3765600ns 2000 iteracji
countingSort 100 10776500ns 2000 iteracji
countingSort 100 3244400ns 2000 iteracji
countingSort 100 3199000ns 2000 iteracji
countingSort 100 3543600ns 2000 iteracji
countingSort 100 3286100ns 2000 iteracji
countingSort 100 3409300ns 2000 iteracji
